常看频道,#genre#
HKC 603,http://live.vpnyun.tk:8080/demo/456321/8
HKC體育台,http://live.vpnyun.tk:8080/demo/456321/10
HKC綜合娛樂台,http://live.vpnyun.tk:8080/demo/456321/12
VIUTV,http://live.vpnyun.tk:8080/demo/456321/15
VIUTV6,http://live.vpnyun.tk:8080/demo/456321/16
HKS,http://live.vpnyun.tk:8080/demo/456321/28

凤凰香港,http://223.110.245.136/PLTV/3/224/3221226975/index.m3u8
大爱一台,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱二台,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
大爱海外,https://pulltv3.wanfudaluye.com/live/tv3.m3u8
香港卫视,http://zhibo.hkstv.tv:80/livestream/mutfysrq.flv
环球电视,http://otv-cdn.xzxwhcb.com/hls/sn88wrar.m3u8
香港亞旅,http://hls.jingchangkan.tv/jingchangkan/156722438_0HaM/index.m3u8
无线新闻台,http://45.93.217.106/jiuban/hg.php?id=1#http://155.94.164.191/live.php?id=1#http://danielwu.gz01.bdysite.com/iptv/?id=wxxw2
无线财经台,http://45.93.217.106/jiuban/hg.php?id=2
有线新闻台,http://liveicm12.utvlive.top/live/97609933ef744f008e19a6e0d5ef9f2b/edd34677cc9548539d36b10c1c594b94.m3u8
香港开电视,http://media.fantv.hk/m3u8/archive/channel2.m3u8
卫视电影,http://103.47.132.164/PLTV/88888888/224/3221227147/index.m3u8
Vibe HD,http://103.47.132.164/PLTV/88888888/224/3221227133/index.m3u8
AFN,http://103.47.132.164/PLTV/88888888/224/3221227191/3.m3u8
DW,http://103.47.132.164/PLTV/88888888/224/3221227181/index.m3u8
華視,http://192.154.103.74:8080/ZZ_huashi/ZZ_huashi.m3u8
中視,http://192.154.103.74:8080//ZZ_zhongshi/ZZ_zhongshi.m3u8
中天新聞,http://192.154.103.74:8080/ZZ_zhongtiannews/ZZ_zhongtiannews.m3u8
年代新闻,http://192.154.103.74:8080/ZZ_niandaixinwen/ZZ_niandianxinwen.m3u8
东森新闻,http://192.154.103.74:8080/ZZ_dongsenxinwen/ZZ_dongsenxinwen.m3u8
中天娛樂,http://192.154.103.74:8080//ZZ_zhongtianyule/ZZ_zhongtianyule.m3u8
八大綜合,http://192.154.103.74:8080//ZZ_zhongtianyazhou/ZZ_zhongtianyazhou.m3u8
中天綜合,http://192.154.103.74:8080//ZZ_zhongtianzonghe/ZZ_zhongtianzonghe.m3u8
八大娛樂,http://192.154.103.74:8080/ZZ_zhongtianyazhou/ZZ_zhongtianyazhou.m3u8
龍翔電影,http://192.154.103.74:8080/ZZ_shidai/ZZ_shidai.m3u8
好萊塢電影,http://192.154.103.74:8080/ZZ_haolaiwu/ZZ_haolaiwu.m3u8
東森洋片,http://192.154.103.74:8080/ZZ_dongsenyangpian/ZZ_dongsenyangpian.m3u8
東森電影,http://192.154.103.74:8080/ZZ_dongsendianying/ZZ_dongsendianying.m3u8
福斯動作電影,http://192.154.103.74:8080/ZZ_foxaction/ZZ_foxaction.m3u8
华纳电影,http://192.154.103.74:8080//ZZ_huanadianying/ZZ_huanadianying.m3u8
动物星球,http://192.154.103.74:8080/ZZ_dongwuxingqiu/ZZ_dongwuxingqiu.m3u8
ele体育,http://192.154.103.74:8080/ZZ_nanfangdianshitai/ZZ_nanfangdianshitai.m3u8
東森新聞,http://104.250.154.42:8080/ZZ_dongsenxinwen/ZZ_dongsenxinwen.m3u8
東森電影,http://104.250.154.42:8080/ZZ_dongsendianying/ZZ_dongsendianying.m3u8
東森洋片,http://104.250.154.42:8080/ZZ_dongsenyangpian/ZZ_dongsenyangpian.m3u8
中天新闻,http://104.250.154.42:8080/ZZ_zhongtiannews/ZZ_zhongtiannews.m3u8
福克斯电影,http://104.250.154.42:8080/ZZ_foxaction/ZZ_foxaction.m3u8
华纳电影,http://104.250.154.42:8080/ZZ_huanadianying/ZZ_huanadianying.m3u8
中天娱乐台,http://104.250.154.42:8080/ZZ_zhongtianyule/ZZ_zhongtianyule.m3u8
中天综合,http://104.250.154.42:8080/ZZ_zhongtianzonghe/ZZ_zhongtianzonghe.m3u8
中天娱乐,http://104.250.154.42:8080/ZZ_zhongtianyule/ZZ_zhongtianyule.m3u8
新唐人中国,https://live2.ntdimg.com/cnlive/playlist.m3u8
新唐人加东臺,https://live.ntdimg.com/mllive860/playlist.m3u8
新唐人加西臺,https://live.ntdimg.com/cwlive220/playlist.m3u8
新唐人旧金山臺,https://live.ntdimg.com/sflive990/playlist.m3u8
新唐人美东臺,https://live.ntdimg.com/live400/playlist.m3u8
新唐人美西臺,https://live.ntdimg.com/uwlive990/playlist.m3u8

港台一区,#genre#
中视,rtmp://161.202.204.248:1935/sat/tv071
民视,rtmp://161.202.204.248:1935/sat/tv051
中视,rtmp://161.202.204.248:1935/sat/tv091
华视,rtmp://161.202.204.248:1935/sat/tv111

緯來日本,rtmp://161.202.204.248:1935/sat/tv771
緯來體育,rtmp://161.202.204.248:1935/sat/tv721
緯來育樂,rtmp://161.202.204.248:1935/sat/tv701
TVBS新聞,rtmp://161.202.204.248:1935/sat/tv551
TVBS歡樂,rtmp://161.202.204.248:1935/sat/tv421
中天新聞,rtmp://161.202.204.248:1935/sat/tv521
東森財經新聞,rtmp://161.202.204.248:1935/sat/tv571
MOMO綜合台,rtmp://161.202.204.248:1935/sat/tv761
ELTA體育1,rtmp://161.202.204.248:1935/sat/md021
ELTA體育3,rtmp://161.202.204.248:1935/sat/md041
FOX體育1,rtmp://161.202.204.248:1935/sat/tv731
FOX體育2,rtmp://161.202.204.248:1935/sat/tv741
FOX體育3,rtmp://161.202.204.248:1935/sat/md011
ELEVEN體育,rtmp://161.202.204.248:1935/sat/md051
BEIN體育2,rtmp://161.202.204.248:1935/sat/hk011
博斯魅力,rtmp://161.202.204.248:1935/sat/md031

翡翠台,p5p://user3.shusongw.mobi:16871/5f378d9b0003c2e4417a53bb22d95282
J2,p5p://user3.shusongw.mobi:16871/5d1a6990000c457811bd52c53e48f6b9
明珠台,p5p://user3.shusongw.mobi:16871/5d1a69de0005348e11be81a666c79a56
无线财经资讯台,p5p://user3.shusongw.mobi:16871/5f4868cf0006854322c319ae9929dd1d
无线新闻台,p5p://user3.shusongw.mobi:16871/5d1a69dc000d64b611be7bef5757286e
有线新闻台,p5p://user3.shusongw.mobi:16871/5e021549000d8ec4e44477e9f2ec6aad
综合娱乐台,p5p://user3.shusongw.mobi:16871/5f2cc18d0002ad29174d3cc37573600e
有线18台,p5p://user3.shusongw.mobi:16871/5f2cc1110005f3a7174b593a4c9a9daf
now直播台,p5p://user3.shusongw.mobi:16871/5f2cb8a50005cce1172a735005454a58
now新闻台,p5p://user3.shusongw.mobi:16871/5e565c070000cb6f2d78cad5c040fa7b
ViuTV,p5p://user3.shusongw.mobi:16871/5f2cb706000ed2b7172420872f151703
港台电视31,p5p://user3.shusongw.mobi:16871/5d495caf000f16ce956b79188dfc18de
港台电视32,P2p://sunboss.selfip.com:6358/5f553540000526bf15290eee9c381f66
香港开电视,p5p://user3.shusongw.mobi:16871/5f2cbf8c000b033117456afede5aa743
TVB星河,p5p://user3.shusongw.mobi:16871/5d1a69940005adb211bd60b57a4af31b
卫视卡式台,p5p://user3.shusongw.mobi:16871/5f48bada00043d2824039410317b1853
澳门莲花,p5p://user3.shusongw.mobi:16871/5f2cc1e20002606a174e88b8ddae5f19
中视,p5p://user3.shusongw.mobi:16871/5f3656bb000a656c3cbbfa6d262e3d24
台视,p5p://user3.shusongw.mobi:16871/5f2e53b0000e6e031d70187e387dbafc
民视,p5p://user3.shusongw.mobi:16871/5d8f08b60007eeea22db58419a492c10
民视新闻,p5p://user3.shusongw.mobi:16871/5d1a69c50008f95211be20f5ac2747e5
壹综合,p5p://user3.shusongw.mobi:16871/5d1a69b70007631411bde9dd9eaae997
壹新闻,p5p://user3.shusongw.mobi:16871/5d1a69b6000b8d0a11bde706a99c146a
TVBS HD,p5p://user3.shusongw.mobi:16871/5f2f921c0007177d224bec7d6634f95e
TVBS新闻台,p5p://user3.shusongw.mobi:16871/5db05ca40003699da50b30c835589bf5
TVBS欢乐台,p5p://user3.shusongw.mobi:16871/5dbad7cb0007c9accdfc423fb19c38d1
ELTA影剧,p5p://user3.shusongw.mobi:16871/5f2e4f610009a2011d5f42ab61370430
ELTA综合,p5p://user3.shusongw.mobi:16871/5f34c37c000e25333694cd4b4587389c
ELTA体育台1,p5p://user3.shusongw.mobi:16871/5f1c357c0008cabc05f2d4a72b25cbfd
ELTA体育台3,p5p://user3.shusongw.mobi:16871/5f37fe5f000e039f4332d3fa26419fbb
三立综合,p5p://user3.shusongw.mobi:16871/5d1a69fa0007d2f011beefb295d4d371
三立台湾台,p5p://user3.shusongw.mobi:16871/5f2e5ac20001f0ec1d8bb39b46c4cc49
三立戏剧台,p5p://user3.shusongw.mobi:16871/5d1a69f90000ad2611bee9f55d87748f
三立新闻,p5p://user3.shusongw.mobi:16871/5d1a69ad0006fe8711bdc2b3f14f64be
三立财经台,p5p://user3.shusongw.mobi:16871/5f3809ea0001f912435fe7ddcd7dafe7
卫视中文台,p5p://user3.shusongw.mobi:16871/5f2e5c380006bb4b1d9169c58f9b4abe
卫视电影台,p5p://user3.shusongw.mobi:16871/5f2fa80600019b1b22a18525902e8b26
龙祥电影,p5p://user3.shusongw.mobi:16871/5f2faa42000d119a22aa4274ab45b649
好莱坞电影,p5p://user3.shusongw.mobi:16871/5f2fabea000ac62722b0ba1e30f6fc2a
美亚电影台,p5p://user3.shusongw.mobi:16871/5f37cca000079b3d4270803e898f13d3
星卫电影台,p5p://user3.shusongw.mobi:16871/5f37c890000d9cd54260a3480355f72a
星卫娱乐台,p5p://user3.shusongw.mobi:16871/5f37c3ba000066bb424dbbf647a52d9f
东森综合,p5p://user3.shusongw.mobi:16871/5f2e5cb3000e7cf41d934c39cec3dfb2
东森新闻,p5p://user3.shusongw.mobi:16871/5d1a69c2000a678211be159b7e5802a8
东森财经新闻,p5p://user3.shusongw.mobi:16871/5d1a69c300063ae211be1871800a9ae8
东森电影,p5p://user3.shusongw.mobi:16871/5f2fa872000eac4522a32e5e005f67a9
东森洋片,p5p://user3.shusongw.mobi:16871/5f2fab16000756e622ad7d1d0b9eca0a
东森超市,p5p://user3.shusongw.mobi:16871/5e68c8be000191b2047d9630d32efe6b
东森戏剧,p5p://user3.shusongw.mobi:16871/5f2e5ed20008e6ef1d9b93e3bf1b4576
东森幼幼,p5p://user3.shusongw.mobi:16871/5d416a580007131b7660d3322e8b0a5f
中天综合,p5p://user3.shusongw.mobi:16871/5f2e5d8000072f111d966b23e859debb
中天娱乐,p5p://user3.shusongw.mobi:16871/5f2e5e8d0000e5811d9a844fa7cb37a6
中天新闻,p5p://user3.shusongw.mobi:16871/5f2f9178000c4ec022496d33f280ef95
中天亚洲,p5p://user3.shusongw.mobi:16871/5f37ff41000e4fa2433646de603aa487
纬来综合,p5p://user3.shusongw.mobi:16871/5f2e576a000315281d7ea426671c8418
纬来戏剧,p5p://user3.shusongw.mobi:16871/5e0f37bd00040a5217930a9af969bce1
纬来电影,p5p://user3.shusongw.mobi:16871/5d1a69ce0005e8e911be435423cf0509
纬来日本,p5p://user3.shusongw.mobi:16871/5d8b6caa00035a0b14c1c834b40e4885
纬来体育,p5p://user3.shusongw.mobi:16871/5f380f20000a96e143744502c1b95f9e
JET综合,p5p://user3.shusongw.mobi:16871/5d1a69a7000abe1711bdac390219d138
八大综合台,p5p://user3.shusongw.mobi:16871/5f2e5a5b0000b78e1d8a20f34de5f2ac
八大第一台,p5p://user3.shusongw.mobi:16871/5f2e57da0005d0d41d805a59362e19d4
八大娱乐台,p5p://user3.shusongw.mobi:16871/5f380a6a000ed2e54361df280f128570
环宇综合,p5p://user3.shusongw.mobi:16871/5f3802c0000567f14343ecae4c29c3d5
环宇新闻台,p5p://user3.shusongw.mobi:16871/5f37f9150000be1a431e27852b683e83
环宇新闻台湾台,p5p://user3.shusongw.mobi:16871/5f37fc2300084aea432a1823161b739d

TVBS高清,p8p://user3.shusongw.mobi:16871/5f2f921c0007177d224bec7d6634f95e
TVBS新闻,p8p://user3.shusongw.mobi:16871/5db05ca40003699da50b30c835589bf5
中天新闻,p8p://user3.shusongw.mobi:16871/5f2f9178000c4ec022496d33f280ef95
年代新闻,p8p://user3.shusongw.mobi:16871/5d1a69bb000e0fd711bdfb32923ec02b
三立新闻,p8p://user3.shusongw.mobi:16871/5d1a69ad0006fe8711bdc2b3f14f64be
东森新闻,p8p://user3.shusongw.mobi:16871/5d1a69c2000a678211be159b7e5802a8
东森财经,p8p://user3.shusongw.mobi:16871/5d1a69c300063ae211be1871800a9ae8
壹视新闻,p8p://user3.shusongw.mobi:16871/5d1a69b6000b8d0a11bde706a99c146a
壹视综合,p8p://user3.shusongw.mobi:16871/5d1a69b70007631411bde9dd9eaae997
环宇新闻,p8p://user3.shusongw.mobi:16871/5f37f9150000be1a431e27852b683e83
环宇台湾,p8p://user3.shusongw.mobi:16871/5f37fc2300084aea432a1823161b739d
非凡新闻,p8p://user3.shusongw.mobi:16871/5d1a69d500091c6b11be5f7e1276fa82
三立综合,p8p://user3.shusongw.mobi:16871/5d1a69fa0007d2f011beefb295d4d371
三立台湾,p8p://user3.shusongw.mobi:16871/5f2e5ac20001f0ec1d8bb39b46c4cc49
东森综合,p8p://user3.shusongw.mobi:16871/5f2e5cb3000e7cf41d934c39cec3dfb2
东森超市,p8p://user3.shusongw.mobi:16871/5e68c8be000191b2047d9630d32efe6b
纬来体育,p8p://user3.shusongw.mobi:16871/5f380f20000a96e143744502c1b95f9e
ELTA综合,p8p://user3.shusongw.mobi:16871/5f34c37c000e25333694cd4b4587389c
ELTA体育1台,p8p://user3.shusongw.mobi:16871/5f1c357c0008cabc05f2d4a72b25cbfd
中视高清,p8p://user3.shusongw.mobi:16871/5f3656bb000a656c3cbbfa6d262e3d24
民视高清,p8p://user3.shusongw.mobi:16871/5d8f08b60007eeea22db58419a492c10
民视新闻,p8p://user3.shusongw.mobi:16871/5d1a69c50008f95211be20f5ac2747e5
台视高清,p8p://user3.shusongw.mobi:16871/5f2e53b0000e6e031d70187e387dbafc
ELEVEN體育1台,mitv://147.135.39.171:9906/5eb29942000375f80f3bccc20a8f53e8.ts
ELEVEN體育2台,mitv://147.135.39.171:9906/5eb299c800045a3d0f3dd87012f8418c.ts

緯來體育,P2p://147.135.39.171:9906/5e9b4499000c2343b418f6ba6f8227e4.ts
愛爾達體育1台,P2p://147.135.39.171:9906/5e7cf98c00060e963dc3815c316636de.ts
ELEVEN體育1台,P2p://147.135.39.171:9906/5eb29942000375f80f3bccc20a8f53e8.ts
ELEVEN體育2台,P2p://147.135.39.171:9906/5eb299c800045a3d0f3dd87012f8418c.ts
寰宇新聞台,P2p://147.135.39.171:9906/5cc68d1700042feefadeb4a262de7324.ts
壹電視新聞,P2p://147.135.39.171:9906/5ede0911000cbd09b8e8e6d42be1693c.ts
壹電視綜合,P2p://147.135.39.171:9906/5ee385f50006a708ce58bfde6dca70d4.ts
非凡新聞,P2p://147.135.39.171:9906/5e5a0a88000184ac3b49713b638b501b.ts
年代新聞,P2p://147.135.39.171:9906/5defe1400000b7ea6eba450503ed45e8.ts
TVBS新聞,P2p://147.135.39.171:9906/5ea4852100052c6fd83d1a840a5e74b2.ts
TVBS,P2p://147.135.39.171:9906/5ea13fd10002b905cb764718238b415e.ts
中天新聞,P2p://147.135.39.171:9906/5eec7db90008195bf160a77f5d316f05.ts
中天新聞(H.265),P2p://147.135.39.171:9906/5d9a3461000c5e329cd7e0cc2586313a.ts
中天綜合,P2p://147.135.39.171:9906/5e7cf98b000f2c2a3dc37fc6663e2451.ts
民視HD,P2p://147.135.39.171:9906/5ea4852c00050ce0d83d456d45c920f7.ts
民視新聞台,P2p://147.135.39.171:9906/5ea522940007279ddaa4243912175fe1.ts
民視新聞台,http://6.mms.vlog.xuite.net/hls/ftvtv/index.m3u8
台視HD,P2p://147.135.39.171:9906/5e59fad5000832893b0c1fb83c050635.ts
中視HD,P2p://147.135.39.171:9906/5e7cf2610003655a3da780b8383c7868.ts
華視HD,P2p://147.135.39.171:9906/5e7cf2610009c2c53da7824e77346905.ts
公視HD,P2p://147.135.39.171:9906/5e9e760d00082ccec09222e0768b3cba.ts
東森新聞,P2p://147.135.39.171:9906/5eb29b85000e2d4e0f44a539793f250c.ts
東森財經新聞,P2p://147.135.39.171:9906/5eec88f90004b79cf18c98952f812d55.ts
東森亞洲,P2p://147.135.39.171:9906/5ede6859000be2b3ba5d17d529f60875.ts
三立新聞,P2p://147.135.39.171:9906/5eb29a60000cb7220f402c5343fa7df9.ts
星衛HD電影台,P2p://147.135.39.171:9906/5e9b4b1300069e38b43241e231037404.ts
衛視西片,P2p://147.135.39.171:9906/5ea1e2fc000b1e57cdf3a933489b3aee.ts
衛視西片,P2p://147.135.39.171:9906/5e7cf2710006c39d3da7c01341645170.ts
衛視中文台,P2p://147.135.39.171:9906/5defdaa1000b1a3d6ea06a9c17f77c44.ts
天映經典,P2p://147.135.39.171:9906/5e7cf98f00024e183dc38c1a5eb34315.ts
天映頻道,P2p://147.135.39.171:9906/5e7cfab00001b8d03dc7f4e34dfd4368.ts
龍祥電影,P2p://147.135.39.171:9906/5e7cf98e000cd16b3dc38ae278e073ec.ts
美亞電影台HD,P2p://147.135.39.171:9906/5e7cf98e00020cab3dc388220eeb0f7e.ts
美亞電影台(粵語),P2p://147.135.39.171:9906/5ea57da600045174dc07e1ce3dc61a80.ts
好萊塢電影台,P2p://147.135.39.171:9906/5e7cf98e0006ee193dc3896b4e817161.ts
HKC電影台,P2p://147.135.39.171:9906/5e9e8065000ee629c0ba8c55779a5269.ts
鳳凰電影台,P2p://147.135.39.171:9906/5e9b4e750002f3b7b43f77c81486506f.ts
HKC直播新聞台,P2p://147.135.39.171:9906/5ef4ecd400015d191252b914239a34f8.ts
HKC新聞台,P2p://147.135.39.171:9906/5e9e83070000f800c0c4d18b692d70da.ts
HKC財經資訊台,P2p://147.135.39.171:9906/5ead19e0000c2946f9c238242b751a54.ts
HKC 18,P2p://147.135.39.171:9906/5ea539e900018755daff46da4f370362.ts
HKC 603,P2p://147.135.39.171:9906/5ef4ecd300091a2f1252b72006d82fc2.ts
HKC體育台,P2p://147.135.39.171:9906/5ea539e900076757daff48514c4e1e96.ts
HKC Sports Plus 1 HD,P2p://147.135.39.171:9906/5ea539ea00007ceadaff4a743a176aa1.ts
HKC Sports Plus 2,P2p://147.135.39.171:9906/5ef4ecd40007934c1252baaa5c8b564e.ts
HKC綜合娛樂台,P2p://147.135.39.171:9906/5e73be6500011d2f19b464df5ab64e5b.ts
TVN,P2p://104.238.103.179:8916/5b22186d000c3fd30525ea27a766e05e.ts
TVN,P2p://147.135.39.171:9906/5cc692b700075c75faf4ae7d064915ca.ts
HUB都會台,P2p://147.135.39.171:9906/5e57771b0001c85a31397b7e7f5c427b.ts
中天亞洲台,P2p://147.135.39.171:9906/5defdaa000044ff26ea064ef7ec56d18.ts
HUB娛家戲劇台,P2p://147.135.39.171:9906/5e57771a000a3baf313979c85a704d1c.ts
TVB星河,P2p://147.135.39.171:9906/5ea53a9a000d39fddb01fd3f19aa567e.ts
衛視電影台,P2p://147.135.39.171:9906/5d9a250b000845289c9bf7d246ac3362.ts


MD_1119,#genre#
魔力男士上错身,https://n4.huayundiaosu.com/202009/08/qA25TnRX/2200kb/hls/index.m3u8
美女约小伙打炮,https://n4.huayundiaosu.com/202009/08/G5yeuRsb/2200kb/hls/index.m3u8
荷官的情欲睡衣诱惑,https://n4.huayundiaosu.com/202009/01/Cx6Gd1AT/2200kb/hls/index.m3u8
旅行时与性感女友无套啪啪,https://n4.huayundiaosu.com/202009/01/Eax8t5UK/2200kb/hls/index.m3u8
爱吃醋女友的驭男术,https://n4.huayundiaosu.com/202009/01/H274NlEJ/2200kb/hls/index.m3u8
外送妹的售后打炮福利,https://n4.huayundiaosu.com/202009/01/0Bayxdt7/2200kb/hls/index.m3u8
宅男性爱幻想狂干梦中女神,https://n4.huayundiaosu.com/202009/01/15Vwl5db/2200kb/hls/index.m3u8
梦梦遭束缚啪啪沦为肉便器,https://n4.huayundiaosu.com/202008/12/XOLxYUXd/2200kb/hls/index.m3u8
给欲女化妆师传授性爱技巧,https://n4.huayundiaosu.com/202008/12/oavWJpYE/2200kb/hls/index.m3u8
美女主播与金主酒后啪啪,https://n4.huayundiaosu.com/202008/12/m26c8pTb/2200kb/hls/index.m3u8
洋子跳蛋玩穴激情性爱,https://n4.huayundiaosu.com/202007/20/wvodGKSk/2200kb/hls/index.m3u8
纹身女清纯装自慰打炮,https://n4.huayundiaosu.com/202007/20/0KV4nn7h/2200kb/hls/index.m3u8
欲女主妇的性福端午,https://n4.huayundiaosu.com/202007/03/q6RV7yK5/2200kb/hls/index.m3u8
健身室猛操白虎瑜伽教练,https://n4.huayundiaosu.com/202007/03/ymADvfes/2200kb/hls/index.m3u8
空降女神与粉丝的海岛邂逅,https://n4.huayundiaosu.com/202006/24/EksgiUY4/2200kb/hls/index.m3u8
怒肏上门的纹身快递妹,https://n4.huayundiaosu.com/202006/24/GIVk5DLv/2200kb/hls/index.m3u8
淫荡兄妹躲猫猫,https://n4.huayundiaosu.com/202006/24/zlYyBT7y/2200kb/hls/index.m3u8
街头搭讪OL正妹酒店激啪,https://n4.huayundiaosu.com/202006/16/aQY5HEN0/2200kb/hls/index.m3u8
老友重逢相干恨晚,https://n4.huayundiaosu.com/202006/16/VnXA8gJJ/2200kb/hls/index.m3u8
极品欲女健身教练,https://n4.huayundiaosu.com/202006/16/LJErOuGK/2200kb/hls/index.m3u8
情欲人妻偷腥大挑战,https://n4.huayundiaosu.com/202006/11/GBjQrK3n/2200kb/hls/index.m3u8
寂寞人妻约小鲜肉上门啪啪,https://n4.huayundiaosu.com/202006/11/eGVVefaC/2200kb/hls/index.m3u8
异地出差约旧友打炮,https://n4.huayundiaosu.com/202006/02/ilkI7OPE/2200kb/hls/index.m3u8
物业小伙报复女业主,https://n4.huayundiaosu.com/202005/29/BfHptP8h/2200kb/hls/index.m3u8
女模外送到府援交,https://n4.huayundiaosu.com/202005/29/JnfcnYON/2200kb/hls/index.m3u8
闺蜜赠送的完美礼物,https://n4.huayundiaosu.com/202005/23/68LaqcL4/2200kb/hls/index.m3u8
美乳正妹色诱客户签约,https://n4.huayundiaosu.com/202005/23/owR3pmK6/2200kb/hls/index.m3u8
素描模特遭揩油很尻,https://n4.huayundiaosu.com/202005/23/OSFfm0Rg/2200kb/hls/index.m3u8
思春时幸有大屌男慰籍,https://n4.huayundiaosu.com/202005/23/EObk77iX/2200kb/hls/index.m3u8
性爱消消乐,https://n4.huayundiaosu.com/202005/23/zMhWpP8W/2200kb/hls/index.m3u8
素人搭讪假面试真拍片,https://n4.huayundiaosu.com/202005/17/7nJSYvQM/2200kb/hls/index.m3u8
辣妹刺青师硬上男雇主,https://n4.huayundiaosu.com/202005/17/gn2LL2fw/2200kb/hls/index.m3u8
风骚欲女,https://n4.huayundiaosu.com/202005/11/TLngqSIo/2200kb/hls/index.m3u8
旗袍诱惑林思妤,https://n4.huayundiaosu.com/202005/11/yu0KEQYx/2200kb/hls/index.m3u8
窥视嫂子洗澡趁虚而入,https://n4.huayundiaosu.com/202005/11/kc84uniO/2200kb/hls/index.m3u8
旗袍肉丝诱惑互舔啪啪,https://n4.huayundiaosu.com/202005/09/B4tbESE5/2200kb/hls/index.m3u8
巨乳前任求安慰,https://n4.huayundiaosu.com/202004/30/g88mGKfN/2200kb/hls/index.m3u8
情色催眠师激射求疗贵妇,https://n4.huayundiaosu.com/202004/30/dnC8IJlT/2200kb/hls/index.m3u8
约大奶女邻居玩成人游戏,https://n4.huayundiaosu.com/202004/27/MVkpfLsM/2200kb/hls/index.m3u8
傲娇刺青美女下海试镜,https://n4.huayundiaosu.com/202004/27/mldsw5Hv/2200kb/hls/index.m3u8
美乳老师家访被家长侵犯,https://n4.huayundiaosu.com/202004/27/1sYFxUkv/2200kb/hls/index.m3u8
查收福利巧遇爆乳小姨子,https://n4.huayundiaosu.com/202004/27/YYVzxAzc/2200kb/hls/index.m3u8
初摄素人女优试镜,https://n4.huayundiaosu.com/202004/14/docoHTmL/2200kb/hls/index.m3u8
律政俏佳人,https://n4.huayundiaosu.com/202004/14/0Erskkly/2200kb/hls/index.m3u8
男雇主强上保洁员,https://n4.huayundiaosu.com/202004/02/sLVCZRSV/2200kb/hls/index.m3u8
女邻居的情色陷阱,https://n4.huayundiaosu.com/202004/02/hrmb5HIR/2200kb/hls/index.m3u8
哥哥的荒诞调教,https://n4.huayundiaosu.com/202004/02/juHOLm8B/2200kb/hls/index.m3u8
准新娘发请帖遭前任强尻,https://n4.huayundiaosu.com/202004/02/r80OgmMj/2200kb/hls/index.m3u8
饥渴妹妹诱惑哥哥做爱,https://n4.huayundiaosu.com/202003/21/3JwGlJpw/2200kb/hls/index.m3u8
与美艳嫂子厨房的情欲释放,https://n4.huayundiaosu.com/202003/21/nkJQLDi3/2200kb/hls/index.m3u8
英雄救美后的福利,https://n4.huayundiaosu.com/202003/17/XColksEz/2200kb/hls/index.m3u8
淫魔舅舅挑逗外甥女,https://n4.huayundiaosu.com/202003/17/6UsZRrwG/2200kb/hls/index.m3u8
和性感姐姐的禁忌之恋,https://n4.huayundiaosu.com/202003/17/vlX0SG1T/2200kb/hls/index.m3u8
和寂寞的小阿姨做爱,https://n4.huayundiaosu.com/202003/17/TzGy3eX8/2200kb/hls/index.m3u8
风骚姐姐勾引弟弟的朋友,https://n4.huayundiaosu.com/202003/08/NLONDN5P/2200kb/hls/index.m3u8
被老公约的客户强暴,https://n4.huayundiaosu.com/202003/08/p8DYsvJt/2200kb/hls/index.m3u8
失恋男酒后干了女友闺蜜,https://n4.huayundiaosu.com/202003/08/FNl60ZPC/2200kb/hls/index.m3u8
白虎妹电召技师上门服务,https://n4.huayundiaosu.com/202003/08/VFHR7pev/2200kb/hls/index.m3u8
搭讪素人酒店啪啪,https://n4.huayundiaosu.com/202003/08/JDSYSgyh/2200kb/hls/index.m3u8
办公室强尻黑丝职员,https://n4.huayundiaosu.com/202003/08/eXflMjdS/2200kb/hls/index.m3u8
新年惊喜之淫荡外甥女,https://n4.huayundiaosu.com/202003/08/hJ5tHlId/2200kb/hls/index.m3u8
快递员强迫性感妹口交,https://n4.huayundiaosu.com/202003/08/awtT1Q1H/2200kb/hls/index.m3u8
性感家教诱惑学生激啪,https://n4.huayundiaosu.com/202003/08/wCsK3Hqe/2200kb/hls/index.m3u8
家教老师的性爱指导,https://n4.huayundiaosu.com/202003/08/YzBDj654/2200kb/hls/index.m3u8
偷看姐姐洗澡浴室啪啪,https://n4.huayundiaosu.com/202003/08/L4L789gH/2200kb/hls/index.m3u8
嫩模演绎表兄妹淫乱新春,https://n4.huayundiaosu.com/202003/08/aAumat9s/2200kb/hls/index.m3u8
淫乱人妻勾引快递员,https://n4.huayundiaosu.com/202003/08/2jGucdkK/2200kb/hls/index.m3u8
卫生间强干女同事,https://n4.huayundiaosu.com/202003/08/uqg88jm7/2200kb/hls/index.m3u8
私人理疗师的性爱理疗,https://n4.huayundiaosu.com/202003/07/HVSspXtW/2200kb/hls/index.m3u8
骚浪御姐的情人节礼物,https://n4.huayundiaosu.com/202003/07/yne0WP93/2200kb/hls/index.m3u8
尾随白虎主播回家入室强暴,https://n4.huayundiaosu.com/202003/07/mtixj9wo/2200kb/hls/index.m3u8
白领女邻居勾引隔壁男,https://n4.huayundiaosu.com/202003/07/5Y6EbZuv/2200kb/hls/index.m3u8
出差约外地女同学打炮,https://n4.huayundiaosu.com/202003/07/eFNZi7FQ/2200kb/hls/index.m3u8
